name,id,sis_id,section,section_id,section_sis_id,submitted,attempt,"514480:  How frequently do you use LLMs (e.g., ChatGPT) for your coursework in the computer networks module?",1,514486: For which specific tasks in this module do you typically rely on LLMs? (Select all that apply),1,"514494: If there are other tasks in this module where you have relied on LLMs that were not listed above, please specify them here.",1,"514498: How often do you use ChatGPT or other LLMs specifically for completing assignments in this module?
Please answer based on your experience with each of the four assignments in this module.",1,"514499: On average, how frequently do you use ChatGPT or other LLMs during lab sessions?
Please consider your usage across all nine lab sessions.",1,"514504: How effective do you find LLMs (e.g., ChatGPT) in enhancing your understanding of computer network concepts?",1,"514505: Do you find that your reliance on LLMs changes based on the complexity of the topic (e.g., basic networking versus advanced protocols)?",1,514506: Others (Please specify)-,1,"514507: When using ChatGPT or other LLMs, are the answers provided generally sufficient, or do you often need to look up additional resources?",1,"514511: For which assignments (and specific parts, if applicable) did you find yourself using ChatGPT/LLMs the most?",1,"514512: How does using LLMs impact your problem-solving skills and conceptual understanding in assignments and labs?
 Especially, when you see an assignment for the first time, do you feel that you can solve it independently, or do you typically rely on LLMs for an initial approach before attempting to solve it yourself?",1,514513: Others (please specify) -,1,514514: How often do you use LLMs to generate initial ideas or approaches for assignments and labs?,1,"514515: When using LLMs for initial ideas, how much do you rely on the suggestions provided?",1,514516: Others (please specify) -,1,514517: Do you feel your conceptual understanding of the topics has improved by using LLMs?,1,"514518: Do you feel that using LLMs for assignments or labs has hindered your ability to independently solve networking problems in exams or answer theoretical questions, and if it has increased your dependency on the use of LLMs to get lab/assignment work done?",1,"514519: What are the common challenges you have faced when using LLMs for understanding computer network-related concepts, especially in the context of labs where we are using CISCO routers and switches?",1,514520: To what extent do you think using ChatGPT or other LLMs improves the quality of your work in assignments and labs?,1,514521: Do you feel that using LLMs (like ChatGPT) helps you complete assignments or labs faster?,1,514522: In what ways do you think the use of LLMs has affected your ability to retain knowledge in this module?,1,"514523:  Is there anything else you would like to share about your experience using LLMs (e.g., ChatGPT) in this module?

Feel free to provide any feedback, suggestions, or reflections on how LLMs have impacted your learning and performance in this module.
",1,n correct,n incorrect,score
,36203,,"L1 (CS3xxx), B10 (CS3xxx)","124023, 124001","S_2410_CS3xxx_L1, S_2410_CS3xxx_B10",2024-11-14 06:49:48 UTC,1,Occasionally,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,NA,0,Rarely,0,Never,1,Effective,0,"Yes, I rely more for basic topics",0,NA,0,I often look up additional resources,0,Understanding high level concepts across assignments,0,I can solve the assignment independently without assistance.,1,NA,0,Never,1,I use the LLM's response as a comparison to my own ideas.,0,NA,0,Agree,0,Neutral,0,Sometimes LLMs hallucinate and give false information that i require to cross reference with online material,0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,"i tried to use the llms to generate mcq and mrq quizzes to test me based on my knowledge, but the questions generated were rather limited",0,7,15,20
,37335,,"L1 (CS3xxx), B9 (CS3xxx)","124023, 124022","S_2410_CS3xxx_L1, S_2410_CS3xxx_B9",2024-11-14 06:04:14 UTC,1,Always,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments",0,,0,Always,0,Occasionally,0,Effective,0,"No, reliance is about the same",0,,0,ChatGPT/LLM answers are usually sufficient,1,ChatGPT helped a lot to provide a starting code to be used during assignment 3 and 4,0,I rely heavily on LLMs to guide my understanding and problem-solving.,0,,0,Frequently,0,I mostly use the LLM's initial idea with little modification,1,,0,Agree,0,Agree,0,LLM not as useful for lab when the context is a bit more specific to the hardware,0,Moderately improves quality,0,Significantly faster,1,It has somewhat improved my retention,0,,0,7,15,20
,93637,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-14 06:00:09 UTC,1,Occasionally,0,Troubleshooting and debugging code,0,NIL,0,Occasionally,0,Rarely,0,Moderately effective,0,"No, reliance is about the same",0,NIL,0,I often look up additional resources,0,3,0,I can solve the assignment independently without assistance.,1,NIL,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,NIL,0,Agree,0,Neutral,0,Answers may be iffy ,0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,No,0,5,17,20
,9529,,"L1 (CS3xxx), B3 (CS3xxx)","124023, 124009","S_2410_CS3xxx_L1, S_2410_CS3xxx_B3",2024-11-14 05:08:25 UTC,1,Occasionally,0,"Understanding theoretical concepts,Starting or completing assignments",0,NA,0,Occasionally,0,Occasionally,0,Effective,0,"No, reliance is about the same",0,NA,0,ChatGPT/LLM answers are usually sufficient,1,"Assignment 3, specifically how to start writing the TCP traceroute programme as well as to help with debugging and understanding the issues with the code.",0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NA,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,NA,0,Agree,0,Disagree,0,Its difficult to specify the exact conditions with the routers and switches so oftentimes the answers given can be quite general and dont solve the issue we are facing.,0,Moderately improves quality,0,Somewhat faster,0,It has significantly improved my retention of knowledge,1,"I feel that the use of LLM really improves the learning process as it allows for easy search of anything we are unsure of (whether its code or concepts), so we no longer have to search and read every but of information on google. I personally also think that it doesnt take away from the learning process unless there is complete reliance, while studying for the test for example, i would use chatgpt to elaborate or give further examples for any concepts i didnt quite understand and it only further improved my understanding.",0,6,16,20
,6804,,"L1 (CS3xxx), B5 (CS3xxx)","124023, 124013","S_2410_CS3xxx_L1, S_2410_CS3xxx_B5",2024-11-14 05:07:46 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Starting or completing assignments",0,NIL,0,Occasionally,0,Never,1,Slightly effective,0,"No, reliance is about the same",0,NIL,0,It varies by topic,0,"For assignment 3 - to find the structure of TCP and IP headers and calculations for their fields and fill them in as per assignment requirements as these are pretty standard information but would take a while and is tedious to do if I did the old school method of looking at the Wikipedia page and manually filling in the blanks then debugging.

For assignment 4 - to explore the other options as I am unfamiliar with JavaScript and html5 so chatGPT directs me to the resources to learn them for the particular use case (saves time compared to learning everything from scratch in a general course), didn't really use it to do the actual assignment for this one.",0,Other (please specify in the next question),0,"I try to solve it independently with research, then turn to LLM if i cannot find the appropriate info, sometimes it works sometimes it doesnt.",0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,NIL,0,Neutral,0,Disagree,0,"I didn't use it for labs, the problems were solvable with a simple google search. But one of the challenges in general for this course is that networking standards have changed a lot over time, and there are a vast amount of ways to solve the same problem, as well as very similar issues but with very different underlying causes. As such, it can take a while before the LLM is able to zone in on the specific problem and recommend an appropriate solution. Additionally, the LLM is limited by the information it is trained on, and oftentimes I find it constantly repeating back the same few sources and solutions despite specifying different parameters and how the solution isn't working. In short, it is parroting back general knowledge to solve common problems and not a solution to innovate new ideas. ",0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,"Honestly I see it as a time saving tool due to real life constraints. Usually I would prefer to do my own research and study and find solutions, but due to the limits on time, and in some case the open ended nature of questions, it is better to have LLMs gather the information and the person to verify it.",0,5,17,20
,32947,,"L1 (CS3xxx), B11 (CS3xxx)","124023, 124003","S_2410_CS3xxx_L1, S_2410_CS3xxx_B11",2024-11-14 05:04:03 UTC,1,Rarely,0,Understanding theoretical concepts,0,NIL,0,Never,1,Never,1,Neutral,0,"No, reliance is about the same",0,NIL,0,I often look up additional resources,0,NIL,0,I can solve the assignment independently without assistance.,1,NIL,0,Never,1,I use the idea as a starting point but build upon it independently,0,NIL,0,Agree,0,Disagree,0,Some generated outputs might be erroneous.,0,Slightly improves quality,0,Significantly faster,1,It has had no impact on my retention,0,NIL,0,9,13,20
,2310,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-14 04:13:27 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Frequently,0,Occasionally,0,Extremely effective,0,"Yes, I rely more for basic topics",0,,0,ChatGPT/LLM answers are usually sufficient,1,* Assignment 2 - Implementing Raw sockets,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Disagree,0,No obvious challenges ,0,Significantly improves quality,1,Significantly faster,1,It has significantly improved my retention of knowledge,1,"In terms of learning concepts theoretically, it can be extremely helpful but learning to code is where the use of LLM can affect the ability to learn (bad/good). ",0,8,14,20
,31504,,"B12 (CS3xxx), L1 (CS3xxx)","124005, 124023","S_2410_CS3xxx_B12, S_2410_CS3xxx_L1",2024-11-14 04:03:18 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,n.a.,0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more for basic topics",0,n.a.,0,It varies by topic,0,Assignment 3 debugging,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,n.a.,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,n.a.,0,Agree,0,Neutral,0,n.a.,0,Moderately improves quality,0,Significantly faster,1,It has somewhat improved my retention,0,It helped me to understand some concepts through discussions because it was like having a personal tutor,0,5,17,20
,41624,,"B6 (CS3xxx), L1 (CS3xxx)","124015, 124023","S_2410_CS3xxx_B6, S_2410_CS3xxx_L1",2024-11-14 03:58:26 UTC,1,Rarely,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,,0,Rarely,0,Rarely,0,Neutral,0,"Yes, I rely more on LLMs for complex topics",1,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Agree,0,Disagree,0,"Hallucinations from LLMs

Concepts covered in class occasionally differ from LLMs understanding (e.g. stub is a type of network in OSPF in lecture notes but it is not an OSPF network according to GPT)",0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,,0,6,16,20
,14300,,"L1 (CS3xxx), B12 (CS3xxx)","124023, 124005","S_2410_CS3xxx_L1, S_2410_CS3xxx_B12",2024-11-14 03:54:34 UTC,1,Occasionally,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Frequently,0,Occasionally,0,Effective,0,"No, reliance is about the same",0,,0,ChatGPT/LLM answers are usually sufficient,1,,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Never,1,Other (please specify in the next question).,0,-,0,Agree,0,Neutral,0,LLM may not give the right answer - for example in IP fragmentation,0,Moderately improves quality,0,Significantly faster,1,It has somewhat improved my retention,0,-,0,7,15,20
,85829,,"B11 (CS3xxx), L1 (CS3xxx)","124003, 124023","S_2410_CS3xxx_B11, S_2410_CS3xxx_L1",2024-11-14 02:55:09 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,,0,Occasionally,0,Rarely,0,Moderately effective,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,"Assignment 2, to parse http messages",0,I can solve the assignment independently without assistance.,1,,0,Rarely,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Neutral,0,Some behaviour or terminologies are vendor specific,0,Moderately improves quality,0,Significantly faster,1,It has somewhat improved my retention,0,,0,6,16,20
,33934,,"B9 (CS3xxx), L1 (CS3xxx)","124022, 124023","S_2410_CS3xxx_B9, S_2410_CS3xxx_L1",2024-11-14 02:25:14 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,NIL,0,Occasionally,0,Rarely,0,Extremely effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,I often look up additional resources,0,Assignment 3,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,,0,Strongly agree,1,Agree,0,LLMs answer arent always accurate so I usually need to fact check or do additional research,0,Moderately improves quality,0,Somewhat faster,0,It has made it harder for me to retain knowledge,0,No,0,6,16,20
,16469,,"B4 (CS3xxx), L1 (CS3xxx)","124011, 124023","S_2410_CS3xxx_B4, S_2410_CS3xxx_L1",2024-11-13 17:48:20 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Frequently,0,Frequently,0,Moderately effective,0,"Yes, I rely more for basic topics",0,,0,I often look up additional resources,0,,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Neutral,0,Neutral,0,,0,Moderately improves quality,0,Significantly faster,1,It has had no impact on my retention,0,,0,5,17,20
,29738,,"B10 (CS3xxx), L1 (CS3xxx)","124001, 124023","S_2410_CS3xxx_B10, S_2410_CS3xxx_L1",2024-11-13 16:40:55 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Occasionally,0,Occasionally,0,Effective,0,"No, reliance is about the same",0,,0,ChatGPT/LLM answers are usually sufficient,1,Assignment 1 question 3 on subnet design,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Occasionally,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Agree,0,Neutral,0,None,0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,"Sometimes the lab instructions are ambiguous (e.g., packet format, command syntax, etc.), and using ChatGPT for clarification helps a lot.",0,5,17,20
,3406,,"B8 (CS3xxx), L1 (CS3xxx)","124019, 124023","S_2410_CS3xxx_B8, S_2410_CS3xxx_L1",2024-11-13 16:35:10 UTC,1,Occasionally,0,"Coding,Reviewing explanations or answers during or after labs",0,NA,0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more for basic topics",0,NA,0,ChatGPT/LLM answers are usually sufficient,1,The start of the assignment just to have a better idea of the requirements and then after understanding the code and requirements I will use my own understanding to complete the assignments.,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NA,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,,0,Strongly agree,1,Disagree,0,NA,0,Moderately improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,I think incorporating or even encouraging the use of LLMs is useful in improving my understanding of the concepts better.,0,6,16,20
,84306,,"B5 (CS3xxx), L1 (CS3xxx)","124013, 124023","S_2410_CS3xxx_B5, S_2410_CS3xxx_L1",2024-11-13 16:34:39 UTC,1,Occasionally,0,"Understanding theoretical concepts,Starting or completing assignments",0,nil,0,Occasionally,0,Rarely,0,Moderately effective,0,"No, reliance is about the same",0,nil,0,ChatGPT/LLM answers are usually sufficient,1,"tcp traceroute, needed some starter code to kickstart my thinking process and approach",0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,nil,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,nil,0,Agree,0,Neutral,0,It often gives different lab commands that we need to use for our labs.,0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,LLMs are good for starting point code but ultimately if we rely on it too much we end up spending even more time debugging,0,5,17,20
,80168,,"B5 (CS3xxx), L1 (CS3xxx)","124013, 124023","S_2410_CS3xxx_B5, S_2410_CS3xxx_L1",2024-11-13 16:33:47 UTC,1,Occasionally,0,"Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,NIL,0,Occasionally,0,Rarely,0,Effective,0,"No, reliance is about the same",0,NIL,0,It varies by topic,0,NIL,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NIL,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,NIL,0,Agree,0,Agree,0,NIL,0,It depends on the task,0,Somewhat faster,0,It has somewhat improved my retention,0,NIL,0,4,18,20
,92879,,"L1 (CS3xxx), B1 (CS3xxx)","124023, 123999","S_2410_CS3xxx_L1, S_2410_CS3xxx_B1",2024-11-13 16:24:22 UTC,1,Always,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments",0,,0,Frequently,0,Rarely,0,Effective,0,"Yes, I rely more for basic topics",0,,0,It varies by topic,0,I would say I rely on ChatGPT on group project and the traceroute assignment.,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Never,1,I use the LLM's response as a comparison to my own ideas.,0,,0,Agree,0,Agree,0,,0,Moderately improves quality,0,Significantly faster,1,It has somewhat improved my retention,0,,0,6,16,20
,77455,,"L1 (CS3xxx), B10 (CS3xxx)","124023, 124001","S_2410_CS3xxx_L1, S_2410_CS3xxx_B10",2024-11-13 16:13:43 UTC,1,Rarely,0,Understanding theoretical concepts,0,,0,Never,1,Never,1,Neutral,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,Never,1,,0,,0,Agree,0,Neutral,0,,0,I do not use LLMs,0,I do not use LLMs,0,It has somewhat improved my retention,0,,0,8,14,20
,91720,,"B3 (CS3xxx), L1 (CS3xxx)","124009, 124023","S_2410_CS3xxx_B3, S_2410_CS3xxx_L1",2024-11-13 15:44:55 UTC,1,Always,0,"Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,Clarify lab explanation,0,Occasionally,0,Always,0,Moderately effective,0,"Yes, I rely more for basic topics",0,-,0,I often look up additional resources,0,NA,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,-,0,Frequently,0,I use the LLM's response as a comparison to my own ideas.,0,-,0,Strongly agree,1,Neutral,0,when i input image the description/explanation is not accurate,0,Moderately improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,-,0,5,17,20
,79722,,"L1 (CS3xxx), B6 (CS3xxx)","124023, 124015","S_2410_CS3xxx_L1, S_2410_CS3xxx_B6",2024-11-13 15:31:36 UTC,1,Frequently,0,"Coding,Understanding theoretical concepts,Reviewing explanations or answers during or after labs,Others (please specify in the next question)",0,Used ChatGPT to generate sample exam questions and options for practice.,0,Rarely,0,Never,1,Effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,Rarely,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Disagree,0,,0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,,0,7,15,20
,127312,,"B5 (CS3xxx), L1 (CS3xxx)","124013, 124023","S_2410_CS3xxx_B5, S_2410_CS3xxx_L1",2024-11-13 15:23:15 UTC,1,Rarely,0,Understanding theoretical concepts,0,,0,Never,1,Occasionally,0,Effective,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Neutral,0,"Provide wrong commands, which many mess up more things.",0,Significantly improves quality,1,Significantly faster,1,It has somewhat improved my retention,0,,0,8,14,20
,85058,,"L1 (CS3xxx), B11 (CS3xxx)","124023, 124003","S_2410_CS3xxx_L1, S_2410_CS3xxx_B11",2024-11-13 15:03:23 UTC,1,Occasionally,0,"Coding,Troubleshooting and debugging code,Reviewing explanations or answers during or after labs",0,NA,0,Frequently,0,Rarely,0,Moderately effective,0,"No, reliance is about the same",0,NA,0,ChatGPT/LLM answers are usually sufficient,1,"Assignments 2 to 4.

Assignment 2:

SMTP mailing. Stuck at entering password for my email which should be an app password.

HTTP3 vs HTTP2. Had to query my findings as it contradicts with my theoretical understanding.

Assignment 3:

The base code given for raw socket has some bugs which I needed ChatGPT to debug. Moreover, I used it to help me understand the flow of the entire code.

Assignment 4:

I did the GUI for the SMTP mail server which uses tkinter. Asked GPT for the methods to use to achieve the results I wanted for the interface. Moreover, when my GUI wasn't responsive when sending email, had to ask GPT the reason why and provide me with a solution.",0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NA,0,Occasionally,0,I mostly use the LLM's initial idea with little modification,1,NA,0,Agree,0,Neutral,0,"Never relied on the use of LLMs for labs since the lab sheet itself has provided comprehensive steps and explanations which I was able to follow through and get the lab done. Whenever there is a challenge I faced during lab, I clarified with my TA.",0,Significantly improves quality,1,Somewhat faster,0,It has had no impact on my retention,0,"I believe that LLM is good as it is almost like a QnA. Asking the same question on Google and LLM gives vastly different answers, where Google may not necessarily provide the answers you are looking for immediately. Even though LLMs may make mistake, we can still use LLMs to ask on how should we query websites to have better search results to our doubts.",0,7,15,20
,40082,,"L1 (CS3xxx), B4 (CS3xxx)","124023, 124011","S_2410_CS3xxx_L1, S_2410_CS3xxx_B4",2024-11-13 14:32:09 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,,0,Occasionally,0,Frequently,0,Moderately effective,0,"No, reliance is about the same",0,,0,It varies by topic,0,Assignment 3 and 4,0,I can solve the assignment independently without assistance.,1,,0,Occasionally,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Neutral,0,Neutral,0,None,0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,None,0,5,17,20
,11541,,"L1 (CS3xxx), B9 (CS3xxx)","124023, 124022","S_2410_CS3xxx_L1, S_2410_CS3xxx_B9",2024-11-13 14:27:26 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments",0,NIL,0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,NIL,0,ChatGPT/LLM answers are usually sufficient,1,Assignment 3 in particular,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NIL,0,Occasionally,0,I mostly use the LLM's initial idea with little modification,1,NIL,0,Agree,0,Disagree,0,Sometimes the information regarding CISCO routers and switches are too contextualised and GPT does not get it,0,Significantly improves quality,1,Significantly faster,1,It has somewhat improved my retention,0,NIL,0,9,13,20
,77626,,"L1 (CS3xxx), B2 (CS3xxx)","124023, 124007","S_2410_CS3xxx_L1, S_2410_CS3xxx_B2",2024-11-13 14:14:55 UTC,1,Rarely,0,"Coding,Starting or completing assignments",0,NA,0,Rarely,0,Rarely,0,Moderately effective,0,"Yes, I rely more on LLMs for complex topics",1,NA,0,I often look up additional resources,0,Assignment 3.,0,I can solve the assignment independently without assistance.,1,NA,0,Never,1,I use the idea as a starting point but build upon it independently,0,NA,0,Agree,0,Disagree,0,It might not have a good understanding of the actual hardware.,0,Moderately improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,NA,0,7,15,20
,6474,,"L1 (CS3xxx), B8 (CS3xxx)","124023, 124019","S_2410_CS3xxx_L1, S_2410_CS3xxx_B8",2024-11-13 13:51:19 UTC,1,Occasionally,0,"Coding,Understanding theoretical concepts",0,,0,Occasionally,0,Rarely,0,Extremely effective,0,Others (please specify in the next question),0,Depends on whether I know the topic or not,0,I often look up additional resources,0,I used it the most for the socket programming assignment as I was trying to code it in C++ which had a lot of low level programming which was really annoying to google ,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Occasionally,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Strongly agree,1,Neutral,0,"LLMs cannot aid you if you do not know what the topic is, and if the task are very specific. ",0,Moderately improves quality,0,Somewhat faster,0,It has made it harder for me to retain knowledge,0,,0,5,17,20
,76781,,"L1 (CS3xxx), B11 (CS3xxx)","124023, 124003","S_2410_CS3xxx_L1, S_2410_CS3xxx_B11",2024-11-13 13:50:13 UTC,1,Frequently,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,,0,Occasionally,0,Never,1,Moderately effective,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,"Assignment 3 but it was useless, it did not solve the problem nor improve the situation.",0,Other (please specify in the next question),0,"I rely on it to check my answer, especially those that I am uncertain of.",0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Neutral,0,Disagree,0,"LLMs tends to take into account the recent developments in network field, and gives answer that is not what I am looking for. An example is when using LLM to understand ICMP source-quench message, it tends to reply that ICMP source-quench is no longer used and does not explain how it was used theoretically. It also cannot explain the difference between traceroute and ping -R.",0,It depends on the task,0,"Slower, as I need to verify the information",0,It has had no impact on my retention,0,Nil,0,5,17,20
,77559,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-13 13:30:33 UTC,1,Occasionally,0,Understanding theoretical concepts,0,NIL,0,Rarely,0,Rarely,0,Neutral,0,"Yes, I rely more on LLMs for complex topics",1,NIL,0,I often look up additional resources,0,Assignment 2,0,I can solve the assignment independently without assistance.,1,NIL,0,Rarely,0,I use the idea as a starting point but build upon it independently,0,NIL,0,Neutral,0,Disagree,0,Sometimes LLM answers can differ from other sources/texts found online.,0,It depends on the task,0,No difference in time,0,It has had no impact on my retention,0,NIL,0,6,16,20
,16572,,"B7 (CS3xxx), L1 (CS3xxx)","124017, 124023","S_2410_CS3xxx_B7, S_2410_CS3xxx_L1",2024-11-13 13:18:20 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,NIL,0,Rarely,0,Occasionally,0,Moderately effective,0,"Yes, I rely more for basic topics",0,NIL,0,I often look up additional resources,0,Assignment 3 Raw sockets,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NIL,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,NIL,0,Agree,0,Disagree,0,NIL,0,Moderately improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,NIL,0,4,18,20
,37805,,"L1 (CS3xxx), B9 (CS3xxx)","124023, 124022","S_2410_CS3xxx_L1, S_2410_CS3xxx_B9",2024-11-13 13:03:18 UTC,1,Frequently,0,"Troubleshooting and debugging code,Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,,0,Frequently,0,Occasionally,0,Extremely effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,ChatGPT/LLM answers are usually sufficient,1,,0,I rely heavily on LLMs to guide my understanding and problem-solving.,0,,0,Never,1,I use the LLM's response as a comparison to my own ideas.,0,,0,Strongly agree,1,Neutral,0,Have to give a lot of context,0,Significantly improves quality,1,Significantly faster,1,It has significantly improved my retention of knowledge,1,,0,11,11,20
,367,,"B12 (CS3xxx), L1 (CS3xxx)","124005, 124023","S_2410_CS3xxx_B12, S_2410_CS3xxx_L1",2024-11-13 13:02:45 UTC,1,Rarely,0,"Troubleshooting and debugging code,Reviewing explanations or answers during or after labs",0,,0,Rarely,0,Occasionally,0,Neutral,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,Perhaps the assignment using sockets. I do find LLMs and ChatGPT to be useful for generating boilerplate code for common problems that can be rather tedious to write. ,0,I can solve the assignment independently without assistance.,1,,0,Never,1,I use the idea as a starting point but build upon it independently,0,,0,Neutral,0,Disagree,0,"NA, I didn't use LLMs for these purposes. During labs it would be more for resolving configuration issues which is easily verifiable by looking up the docs as well. ",0,Moderately improves quality,0,Somewhat faster,0,It has made it harder for me to retain knowledge,0,"LLMs can be useful for learning, they can offer good suggestions or areas to investigate when starting a project or assignment, or for offering explanations for concepts (though this was something I didn't really use it for in this module). But more than that, LLMs are really useful for generating boilerplate code for simple problems that have many tutorials on it online, making it especially useful for introductory assignments on things like sockets.",0,6,16,20
